Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text),Cases
ashurst llp,4,8,33.33,0,7,5,"ashurst, ashurst llp","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/751.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1182.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/930.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/200.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/791.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/485.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1475.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/759.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1399.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/651.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/669.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/457.html""]}"
asserson,1,2,33.33,0,2,1,"asserson, asserson law offices","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1756.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1579.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1099.html""]}"
association of personal injury lawyers,0,0,,1,0,0,association of personal injury lawyers,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1660.html""]}"
astute law limited,0,1,0.0,0,1,0,astute law limited,"{""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/190.html""]}"
athena law,1,2,33.33,0,2,1,"athena law, athena solicitors llp","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1461.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1999.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1376.html""]}"
atherton godfrey llp,1,1,50.0,0,1,1,atherton godfrey llp,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/382.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/927.html""]}"
aticus law limited,1,1,50.0,0,2,0,"aticus law limited, aticus law solicitors","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/850.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/863.html""]}"
atkins thomson,3,2,60.0,0,1,4,"atkins thomson, atkins thomson as lead solicitors for atkins thomson, clintons, hamlins, steel & shamash, atkins thomson as lead solicitors for steel & shamash, atkins thomson ltd","{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/28.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1767.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/350.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1291.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1292.html""]}"
atkinson rose llp,0,2,0.0,0,2,0,atkinson rose llp,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1659.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/652.html""]}"
attwaters jameson hill,1,0,100.0,0,1,0,attwaters jameson hill,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/334.html""]}"
attwells solicitors,1,0,100.0,0,0,1,attwells solicitors,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1378.html""]}"
attwood & co,1,0,100.0,0,0,1,attwood & co,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1337.html""]}"
avisons law limited,0,2,0.0,0,2,0,"avisons law limited, avisons solicitors","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1095.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/370.html""]}"
aviva legal services,0,1,0.0,0,1,0,aviva legal services,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/261.html""]}"
avon and bristol law centre,1,0,100.0,0,1,0,avon and bristol law centre,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/19.html""]}"
avon and somerset police,2,2,50.0,0,2,2,"avon and somerset police, legal services directorate, avon & somerset police, legal services directorate, avon and somerset constabulary","{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1961.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/209.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1675.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1275.html""]}"
aw law limited t/a alexander whyatt solicitors,0,1,0.0,0,1,0,aw law limited t/a alexander whyatt solicitors,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/364.html""]}"
axiom dwfm solicitors,13,16,44.83,0,17,12,"axiom dwfm solicitors, axiom stone solicitors, dwfm beckman, gordan dadds llp, gordon dadds llp, gordon dodds, ince & co, ince & co llp, ince & co. llp, ince gordon dadds llp","{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/477.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/555.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1242.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/326.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/238.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/28.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/3.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/34.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/798.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1901.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2173.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2204.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2329.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2803.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1004.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1291.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/158.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/372.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/476.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1116.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1875.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/91.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1058.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1407.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/16.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/333.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/668.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/73.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/91.html""]}"
b a international sols ltd,1,0,100.0,0,0,1,b a international sols ltd,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1103.html""]}"
b legal solicitors,1,0,100.0,0,0,1,b legal solicitors,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/884.html""]}"
b p collins llp,1,1,50.0,0,0,2,b p collins llp,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1932.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/862.html""]}"
b&m law llp,1,0,100.0,0,0,1,b&m law llp,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/103.html""]}"
babergh district council legal services,0,1,0.0,0,0,1,babergh district council legal services,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2200.html""]}"
baches solicitors,0,1,0.0,0,0,1,baches solicitors,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1091.html""]}"
backhouse jones solicitors,2,2,50.0,0,2,2,"backhouse jones, backhouse jones solicitors, backhouse jones, solicitors","{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/299.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1048.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1022.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1302.html""]}"
bailey llp,1,0,100.0,0,1,0,bailey wright & co,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/607.html""]}"
baileyfields,0,1,0.0,0,1,0,baileyfields,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1487.html""]}"
baines wilson llp,1,0,100.0,0,0,1,baines wilson llp,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/258.html""]}"
baker botts (uk) llp,1,0,100.0,0,0,1,baker botts (uk) llp,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/11.html""]}"
baker law llp,1,0,100.0,0,0,1,baker law llp,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1027.html""]}"
baker mckenzie llp,13,13,50.0,3,12,14,"baker & mckenzie, baker & mckenzie llp, baker mckenzie, baker mckenzie llp, baker mckenzie, london ec4v 6ja","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1003.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/22.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1290.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/396.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/66.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/845.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1663.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1943.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2203.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1190.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/594.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1144.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/266.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/745.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/840.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/843.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/876.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1257.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1412.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1564.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/276.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/300.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/434.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/612.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/98.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/70.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2093.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/840.html""]}"
bakers solicitors,0,2,0.0,0,0,2,bakers solicitors,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1934.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/17.html""]}"
bankfield heath solicitors,0,1,0.0,0,0,1,bankfield heath solicitors,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1558.html""]}"
banks kelly solicitors,0,1,0.0,0,1,0,banks kelly solicitors,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1899.html""]}"
bankside commercial limited,1,0,100.0,0,0,1,bankside commercial limited,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/203.html""]}"
bar pro bono unit,6,10,37.5,0,11,5,"bar pro bono unit, bar pro bono unit with support of curling moore solicitors, bar pro bono unit/public access, pro bono bar unit, pro bono unit","{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/268.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/283.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/30.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1266.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1306.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/657.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/761.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1161.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1254.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1913.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/225.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/89.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1323.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2235.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/818.html""]}"
bar standards board,1,1,50.0,0,0,2,bar standards board,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/478.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/278.html""]}"
barings law,2,1,66.67,0,1,2,"barings law, barings llp","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1026.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/435.html""]}"
bark & co solicitors limited,3,0,100.0,0,2,1,"bark & co, bark & co solicitors, bark & co solicitors limited","{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/118.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/956.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/24.html""]}"
barlow robbins llp,0,0,,1,0,0,barlow robbins llp,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1431.html""]}"
barnes harrild & dyer,0,3,0.0,0,2,1,"barnes harrild & dyer, barnes, harrild and dyer","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1871.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/745.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/22.html""]}"
basildon district council,1,0,100.0,0,0,1,basildon district council,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/363.html""]}"
bassetlaw district council,1,0,100.0,0,0,1,bassetlaw district council,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/21.html""]}"
batchelors solicitors,0,2,0.0,0,1,1,"batchelors, batchelors solicitors","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1712.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/555.html""]}"
bates wells & braithwaite llp,1,3,25.0,0,1,3,"bates wells & braithwaite llp, bates wells & braithwaite london llp, bates wells and braithwaite llp, bates wells braithwaite london llp","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1605.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2748.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1892.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/171.html""]}"
baxter caulfield solicitors,0,1,0.0,0,1,0,baxter caulfield solicitors,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1041.html""]}"
bbc employment law department,1,0,100.0,0,0,1,"charlotte mortlock, bbc employment law department","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/733.html""]}"
bbmr social housing lawyers,0,1,0.0,0,0,1,bbmr social housing lawyers,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/680.html""]}"
bbs law,1,1,50.0,0,2,0,"bbs law, bbs law ltd","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/242.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/85.html""]}"
bc legal limited,0,1,0.0,0,1,0,bc legal limited,"{""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/292.html""]}"
bdb pitmans llp,5,0,100.0,0,2,3,"bdb pitmans, bdb pitmans llp, bdp pitmans llp","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/560.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1541.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/626.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/826.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/852.html""]}"
bdbf llp,0,0,,1,0,0,bdbf llp,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/941.html""]}"
bde law ltd,0,1,0.0,0,1,0,bde law ltd,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/356.html""]}"
bdm law llp,1,0,100.0,0,0,1,bdm law llp,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/547.html""]}"
bdo llp,1,0,100.0,0,0,1,bdo llp,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2210.html""]}"
beale and company solicitors llp,0,2,0.0,0,0,2,"beale & co. solicitors llp, beale and company solicitors llp","{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/752.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/73.html""]}"
beaumont legal services,0,1,0.0,0,0,1,beaumont legal services,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/199.html""]}"
beavis partnership limited llp,0,1,0.0,0,0,1,beavis partnership limited llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/806.html""]}"
bedford borough council legal services,0,1,0.0,0,1,0,bedford borough council legal services,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1521.html""]}"
beers llp,1,0,100.0,0,0,1,beers llp,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/588.html""]}"
bell lamb & joynson,0,1,0.0,0,1,0,bell lamb & joynson,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/542.html""]}"
benchmark solicitors llp,1,1,50.0,0,1,1,benchmark solicitors llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/801.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1041.html""]}"
bennetts solicitors,1,1,50.0,0,0,2,"bennetts solicitors, bennetts solicitors, bristol","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/393.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1233.html""]}"
benson ingram law llp,1,0,100.0,0,1,0,benson ingram law llp,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1780.html""]}"
"bentleys, stokes and lowless",0,3,0.0,0,1,2,"bentleys, stokes & lowless, bentleys, stokes and lowless","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/778.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1171.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2107.html""]}"
berensens solicitors,1,0,100.0,0,0,1,berensens solicitors,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/699.html""]}"
beresford & co,1,1,50.0,0,2,0,beresford & co,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/787.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2.html""]}"
berg,0,1,0.0,0,1,0,berg,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/145.html""]}"
bermans llp,0,2,0.0,0,2,0,"bermans, bermans llp","{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/5.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1908.html""]}"
bernard chill & axtell solicitors,0,1,0.0,0,1,0,bernard chill & axtell solicitors,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1053.html""]}"
berry & berry llp,1,1,50.0,0,0,2,berry & berry llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/581.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/476.html""]}"
berry smith llp,0,2,0.0,0,2,0,berry smith llp,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1571.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/481.html""]}"
berrymans lace mawer llp,5,5,50.0,0,4,6,"berrymans lace maawer llp, berrymans lace mawer, berrymans lace mawer llp","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1287.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/400.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/775.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/177.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/359.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/711.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/73.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/775.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/97.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/85.html""]}"
berwins solicitors ltd.,1,0,100.0,0,1,0,berwins solicitors ltd.,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/346.html""]}"
best solicitors,1,2,33.33,0,3,0,best solicitors,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/283.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/30.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1453.html""]}"
betesh middleton law,0,1,0.0,0,1,0,betesh middleton law,"{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/55.html""]}"
bevan brittan llp,14,9,60.87,1,6,17,"bevan brittan, bevan brittan llp, bevan brittan llp for second respondent jenni richards kc (instructed by capital law","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/290.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/439.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/377.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/45.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1295.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/203.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/235.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/436.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2832.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2839.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2844.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1772.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/22.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/512.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/992.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/12.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/28.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/207.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/292.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/486.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/605.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1477.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/4.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/896.html""]}"
